county_name,percent_for_clinton,median_age,mean_savings,per_capita_income,percent_in_poverty,percent_veterans,percent_female,population_density,percent_in_nursing_homes,crime_index_PC,state,color,region,bush_perc,clinton_perc,clinton_win
Hinds,45.23,30.8,117964,17483,26.1,10.2,53.17,291.8,4.51,1102,MS,Bush,Southeast,46.9,45.23,FALSE
Humphreys,57.57,27.6,83826,12763,41.9,8.41,53.6,28.5,5.04,61,MS,Bush,Southeast,36.75,57.57,TRUE
Itawamba,41.72,35.1,67336,13383,13.9,9.79,51.1,37.8,5.97,99,MS,Bush,Southeast,47.54,41.72,FALSE
Jackson,28.97,31.7,41350,15343,16.3,12.44,50.67,165.8,2.34,421,MS,Bush,Southeast,56.36,28.97,FALSE
Jefferson Davis,53.1,31.2,48106,10272,34.8,8.11,52.77,34,4.32,41,MS,Bush,Southeast,39.55,53.1,TRUE
Jones,32.89,33.6,79382,14271,23.2,10.55,52.36,89.6,7.54,432,MS,Bush,Southeast,56.59,32.89,FALSE
Lafayette,45.84,25.8,72742,13147,18.9,9.32,51.27,50.9,5.36,250,MS,Bush,Southeast,46.07,45.84,FALSE
Lamar,24.62,30.4,31159,13763,19.5,8.92,51.34,62.5,3.7,20,MS,Bush,Southeast,63.37,24.62,FALSE
Lauderdale,30.91,32.1,78525,15751,23.6,11.4,52.72,108.4,8.19,264,MS,Bush,Southeast,62.25,30.91,FALSE
Leake,42.81,33.7,82217,12857,27.5,8.85,52.26,31.7,6.92,1,MS,Bush,Southeast,50.64,42.81,FALSE
Lee,34.27,31.9,87104,16950,15.6,8.83,52.29,151.9,5.37,497,MS,Bush,Southeast,54.36,34.27,FALSE
Leflore,51,29.2,90364,13921,37.6,7.72,53.59,63.3,10.93,542,MS,Bush,Southeast,42.39,51,TRUE
Lowndes,34.79,29.5,68253,14796,21.7,8.67,52.41,119.5,2.97,226,MS,Bush,Southeast,55.8,34.79,FALSE
Madison,39.57,29.6,63494,16012,22.4,5.65,52.64,80.8,4.06,285,MS,Bush,Southeast,54,39.57,FALSE
Marshall,63.24,30.1,48434,11763,28.3,7.05,52.31,44.2,3.81,4,MS,Bush,Southeast,30.75,63.24,TRUE
Monroe,40.36,32.8,94625,12787,19.3,9.21,52.91,48,6.51,137,MS,Bush,Southeast,49.03,40.36,FALSE
Montgomery,43.47,33.8,98539,11876,28,9.24,53.41,30.2,9.67,61,MS,Bush,Southeast,48.66,43.47,FALSE
Newton,27.49,33.1,50001,13360,21.6,9.25,52.19,35.8,5.8,37,MS,Bush,Southeast,65.69,27.49,FALSE
Oktibbeha,43.52,24.6,83898,12431,26.1,7.25,50.02,83.2,3.07,476,MS,Bush,Southeast,48.5,43.52,FALSE
Panola,52.93,30,64939,12059,29.6,6.86,52.61,45.4,5.79,81,MS,Bush,Southeast,40.52,52.93,TRUE
Pearl River,31.65,32.5,52821,11709,24,10.44,51.69,48.9,4.48,162,MS,Bush,Southeast,52.21,31.65,FALSE
Pike,45.9,32.2,96614,12489,30.8,9.59,53.32,90.5,7.11,286,MS,Bush,Southeast,43.9,45.9,TRUE
Prentiss,39.7,33.1,86149,11885,18.8,9.53,51.98,56.6,2.68,112,MS,Bush,Southeast,50.63,39.7,FALSE
Rankin,22.52,32.7,49430,16411,12.3,8.85,51.29,118.6,4.76,132,MS,Bush,Southeast,67.76,22.52,FALSE
Scott,35.9,31.6,97519,14289,24.1,8.58,52.08,40.1,5.86,32,MS,Bush,Southeast,56.47,35.9,FALSE
Sharkey,55.45,26.7,63531,11881,44.3,5.97,53.98,16.4,8.57,60,MS,Bush,Southeast,36.63,55.45,TRUE
Simpson,34.45,32.2,71073,13375,23,9.79,51.16,40.9,7.47,66,MS,Bush,Southeast,57.45,34.45,FALSE
Stone,34.38,30.9,71384,13016,24.9,9.66,50.95,24.9,12.34,53,MS,Bush,Southeast,54.53,34.38,FALSE
Sunflower,53.77,28.6,56339,10998,45.9,6.5,45.51,52,4.35,20,MS,Bush,Southeast,39.68,53.77,TRUE
Tippah,39.76,33.4,102750,12650,19.1,8.24,52.01,43.2,8.99,3,MS,Bush,Southeast,50.85,39.76,FALSE
Tishomingo,48.44,36.9,108996,12424,16.7,11.56,52.3,42.4,6.67,18,MS,Bush,Southeast,42.03,48.44,TRUE
Walthall,41.49,31.3,72508,10406,37.4,7.36,51.68,35.4,8.32,46,MS,Bush,Southeast,45.72,41.49,FALSE
Warren,39.73,32.4,91470,16285,22.9,11.63,52.81,81.8,8.1,486,MS,Bush,Southeast,49.61,39.73,FALSE
Washington,53.78,29.1,65629,13042,35.8,8.4,53.25,92.1,5.19,810,MS,Bush,Southeast,38.59,53.78,TRUE
Wayne,39.37,30.9,64425,12057,29.2,9.12,52.15,24.1,3.59,139,MS,Bush,Southeast,49.78,39.37,FALSE
Webster,35,34.8,109631,12302,22.4,9.66,51.97,24.1,8.73,41,MS,Bush,Southeast,55.95,35,FALSE
Yalobusha,49.87,34.8,90187,13873,26.1,9.93,53.28,25.9,4.88,36,MS,Bush,Southeast,41.52,49.87,TRUE
Adair,39.77,27.4,101642,14118,17.5,9.57,53.07,43.2,11.1,300,MO,Clinton,Midwest,38.92,39.77,TRUE
Andrew,35.72,35.2,39421,15373,11.9,11.38,51.26,34.2,16.17,151,MO,Clinton,Midwest,35.41,35.72,TRUE
Atchison,37.76,38,150835,17448,16.7,15.81,50.95,13.2,24.44,44,MO,Clinton,Midwest,35.64,37.76,TRUE
Audrain,44.41,37,134511,16055,14.7,14.22,51.73,34,11.1,167,MO,Clinton,Midwest,35.65,44.41,TRUE
Barry,37.56,37.3,117960,13758,16.9,10.64,50.99,36.8,9.79,21,MO,Clinton,Midwest,43.62,37.56,FALSE
Barton,27.59,36.2,122132,15074,15.1,12.67,51.57,19.4,8.96,181,MO,Clinton,Midwest,53.43,27.59,FALSE
Bates,38.72,37.5,113360,15124,18.1,12.68,51.68,17.8,15.76,268,MO,Clinton,Midwest,32.33,38.72,TRUE
Benton,43.91,44.7,97979,12181,19.2,12.7,50.98,20.3,14.34,226,MO,Clinton,Midwest,34.51,43.91,TRUE
Boone,45.22,27.7,80629,18137,14,9.32,51.6,170.6,4.45,536,MO,Clinton,Midwest,33.52,45.22,TRUE
Buchanan,44.35,34.1,118465,17000,17,14.11,52.51,203.3,10.8,540,MO,Clinton,Midwest,30.18,44.35,TRUE
Butler,43.23,35.9,82309,14723,24.3,12.49,52.22,56.8,5.08,371,MO,Clinton,Midwest,42.23,43.23,TRUE
Caldwell,35.91,37.6,71534,13581,17.1,13.96,52.43,19.8,23.53,66,MO,Clinton,Midwest,31.94,35.91,TRUE
Callaway,41.48,32.6,53520,15546,12.6,12.74,51.26,40,7.5,197,MO,Clinton,Midwest,34.9,41.48,TRUE
Camden,35.14,41.7,112415,15806,13.8,11.5,49.96,44,7.78,255,MO,Clinton,Midwest,37.97,35.14,FALSE
Cape Girardeau,33.87,32.2,153457,17139,13,11.37,51.79,109.9,11.12,470,MO,Clinton,Midwest,47.48,33.87,FALSE
Carroll,39.05,38.2,101716,15891,16.8,14.8,52.37,15.4,14.95,45,MO,Clinton,Midwest,32.99,39.05,TRUE
Cass,34.26,32.3,57171,17182,9.2,10.65,51.16,96.4,8.13,204,MO,Clinton,Midwest,34.61,34.26,FALSE
Cedar,38.66,42.4,117228,13049,19.8,13.17,52.58,25.4,26.94,33,MO,Clinton,Midwest,39.05,38.66,FALSE
Chariton,46.53,38.7,134857,16042,14.6,15.66,51.81,11.8,9.66,63,MO,Clinton,Midwest,29.95,46.53,TRUE
Christian,36.41,32.6,62174,14940,11.1,7.97,50.97,64.3,5.72,117,MO,Clinton,Midwest,43.29,36.41,FALSE
Clark,50.64,35.9,89746,12890,17.3,12.67,50.2,15,11.71,15,MO,Clinton,Midwest,28.99,50.64,TRUE
Clay,40.33,32.8,101001,19725,7.6,13.01,51.49,399.7,4.83,668,MO,Clinton,Midwest,31.4,40.33,TRUE
Clinton,41.32,35.1,56865,16301,11.2,12.39,51.43,40.8,20.76,54,MO,Clinton,Midwest,29.06,41.32,TRUE
Cole,32.59,32.8,123483,18218,9.5,12.45,48.9,167.3,10.95,347,MO,Clinton,Midwest,48.78,32.59,FALSE
Cooper,36.91,34.1,127403,15283,13.8,11.43,48.3,26.7,10.73,266,MO,Clinton,Midwest,39.07,36.91,FALSE
Crawford,41.92,35.6,64365,13669,19,12.86,51.26,26.8,6.18,41,MO,Clinton,Midwest,33.76,41.92,TRUE
Dallas,41.86,36.6,99939,12177,20.5,11.81,51.01,24.4,6.97,80,MO,Clinton,Midwest,34.97,41.86,TRUE
Daviess,39.58,38,117797,13533,19.5,13.79,52.49,13.8,11.41,137,MO,Clinton,Midwest,29.66,39.58,TRUE
Dent,45.75,37.3,84592,13412,22.5,13.01,51.8,18.2,15.18,127,MO,Clinton,Midwest,36.16,45.75,TRUE
Douglas,36.71,37,52987,11153,23.2,11.7,51.33,14.5,7.03,19,MO,Clinton,Midwest,44.35,36.71,FALSE
Dunklin,54.68,36.1,102918,14575,28.2,10.63,53.55,60.5,16.7,234,MO,Clinton,Midwest,35.06,54.68,TRUE
Franklin,37.24,32.2,86078,16800,11.3,10.98,50.61,90.4,9.22,339,MO,Clinton,Midwest,31.82,37.24,TRUE
Gasconade,30.82,37.6,78803,15742,11.7,12.17,51.6,27.3,21.83,128,MO,Clinton,Midwest,42.47,30.82,FALSE
Gentry,40.79,40.2,129887,14088,14.6,14.56,52.89,13.8,27.5,15,MO,Clinton,Midwest,34.16,40.79,TRUE
Greene,38.91,32.5,86609,18419,15.9,11.29,51.93,318.8,9.7,586,MO,Clinton,Midwest,43.95,38.91,FALSE
Grundy,38.55,39.7,129316,14819,17.5,13.63,53.45,24.1,23.14,306,MO,Clinton,Midwest,34.26,38.55,TRUE
Harrison,37.66,41.4,189548,14803,18.8,14.56,51.9,11.6,20.12,54,MO,Clinton,Midwest,37.02,37.66,TRUE
Henry,43.45,38.3,111587,14961,17.4,13.21,51.99,29,12.99,301,MO,Clinton,Midwest,27.53,43.45,TRUE
Hickory,47.54,50.3,48093,11421,21.8,12.46,50.83,19.1,12.63,179,MO,Clinton,Midwest,31.03,47.54,TRUE
Holt,34.49,38.5,110805,16102,16,15.81,51.28,12.8,28.31,83,MO,Clinton,Midwest,39.49,34.49,FALSE
Howard,46.93,34.9,151606,15099,15.3,13.52,51.47,20.8,12.37,103,MO,Clinton,Midwest,28.2,46.93,TRUE
Howell,40.57,36.4,96914,13165,22.6,11.49,51.83,35.1,14.2,167,MO,Clinton,Midwest,39.6,40.57,TRUE
Iron,54.1,37.1,79855,12737,24.4,12.14,52.7,19.4,28.22,30,MO,Clinton,Midwest,27.54,54.1,TRUE
Jackson,50.07,33.1,162039,20157,17.5,14.01,52.31,1047.5,7.69,927,MO,Clinton,Midwest,26.96,50.06,TRUE
Jasper,32.69,34.1,98567,16615,16.6,12.52,52.3,143.8,9.14,551,MO,Clinton,Midwest,49.04,32.69,FALSE
Jefferson,44.31,30.7,41880,15485,9.3,11.57,50.26,270.6,6.76,351,MO,Clinton,Midwest,28.08,44.31,TRUE
Johnson,36.48,26.2,66017,13494,14.4,9.03,49.28,52.7,8.79,156,MO,Clinton,Midwest,33.1,36.48,TRUE
Laclede,34.19,34.2,86109,14088,17.4,11.4,51.25,36.2,14.22,165,MO,Clinton,Midwest,42.35,34.19,FALSE
Lafayette,38.71,35.3,115080,16778,13.8,11.68,50.98,49.6,14.94,97,MO,Clinton,Midwest,34.54,38.71,TRUE
Lawrence,36.2,35.6,67247,13429,16.3,11.65,51.46,50.1,8.93,86,MO,Clinton,Midwest,43.5,36.2,FALSE
Lewis,48.14,34.1,104524,14245,16.4,12.15,52.13,20.2,22.45,54,MO,Clinton,Midwest,32.03,48.14,TRUE
Linn,45.31,39.4,123362,15154,16.3,15.33,53.22,22.2,14.93,170,MO,Clinton,Midwest,30.56,45.31,TRUE
Livingston,36.5,37,164205,16538,15.8,13.47,54.31,27.3,19.11,58,MO,Clinton,Midwest,34.53,36.5,TRUE
McDonald,33.18,34.1,65493,12805,20.8,10.7,50.29,32.3,8.33,12,MO,Clinton,Midwest,43.78,33.18,FALSE
Macon,44.58,38.5,127878,15454,14.1,12.53,52.34,18.9,19.34,68,MO,Clinton,Midwest,31.49,44.58,TRUE
Maries,43.14,36.6,91684,12989,16.4,11.21,50.53,15.5,11.59,85,MO,Clinton,Midwest,33.77,43.14,TRUE
Marion,43.76,34.7,84238,15513,16.7,13.58,52.84,63.7,12.9,455,MO,Clinton,Midwest,40.41,43.76,TRUE
Mercer,45.59,43.3,121095,12194,17.4,15.32,51.19,8.1,15.95,65,MO,Clinton,Midwest,33.86,45.59,TRUE
Monroe,49.2,36.1,115638,16073,14.7,13.15,50.99,13.8,21.46,5,MO,Clinton,Midwest,27.54,49.2,TRUE
Montgomery,38.79,37.1,134996,16440,15.3,13.82,51.76,21.2,29.47,186,MO,Clinton,Midwest,37.11,38.79,TRUE
Morgan,37.4,41.6,94356,13714,18.9,11.93,50.96,26.8,13.25,249,MO,Clinton,Midwest,36.28,37.4,TRUE
New Madrid,58.91,33.2,59288,14401,25.9,10.13,52.3,30.7,13.03,78,MO,Clinton,Midwest,29.33,58.91,TRUE
Newton,32.4,34.6,40680,15043,15.4,11.72,51.14,72.9,8.64,200,MO,Clinton,Midwest,47.64,32.4,FALSE
Nodaway,39.66,28.2,148107,14527,15.7,11.39,51.53,24.4,10.93,164,MO,Clinton,Midwest,33.52,39.66,TRUE
Oregon,53.31,40.2,60872,12254,25.5,14.82,51.79,12,9.79,33,MO,Clinton,Midwest,33.1,53.31,TRUE
Osage,30.63,32.5,89145,16071,9.3,11.74,48.32,20,5.54,7,MO,Clinton,Midwest,45.84,30.63,FALSE
Ozark,37.02,42,63583,12186,23,13.08,50.37,11.8,9.43,107,MO,Clinton,Midwest,41.49,37.02,FALSE
Pemiscot,57.98,32.6,79344,13193,34.7,10.61,53.19,43.8,9.07,75,MO,Clinton,Midwest,31.93,57.98,TRUE
Perry,34.82,34.4,124296,15478,10.9,11.11,50.35,35.8,15.29,91,MO,Clinton,Midwest,44.19,34.82,FALSE
Pettis,32.26,34.6,125757,15652,15.5,14.1,51.84,52.1,11.15,365,MO,Clinton,Midwest,41.43,32.26,FALSE
Phelps,40.93,31.9,71355,14851,18.2,12.33,48.65,53.6,12.13,156,MO,Clinton,Midwest,36.08,40.93,TRUE
Pike,49.2,36,130024,14865,17,13.25,51.58,23.6,15.47,39,MO,Clinton,Midwest,30.74,49.2,TRUE
Platte,37.04,32.7,46929,21868,6.5,11.55,50.21,146.3,4.24,573,MO,Clinton,Midwest,31.82,37.04,TRUE
Polk,38.22,33.3,104165,13355,19.3,10.14,51.08,35.5,10.71,85,MO,Clinton,Midwest,39.94,38.22,FALSE
Pulaski,41.18,26.8,44426,12792,17.2,8.66,44.96,79.9,3.46,121,MO,Clinton,Midwest,37.98,41.18,TRUE
Ralls,49.12,36.5,61419,16900,12,14.51,51.14,18,5.76,17,MO,Clinton,Midwest,30.71,49.12,TRUE
Randolph,48.49,34.4,124434,15371,19.1,14.15,49.24,49.5,14.27,300,MO,Clinton,Midwest,29.63,48.49,TRUE
Ray,46.33,34.1,75469,14987,12.1,12.4,50.8,38.1,8.66,159,MO,Clinton,Midwest,26.64,46.33,TRUE
Reynolds,60.57,36.8,35455,11605,23.9,14.11,50.73,8.1,7.58,97,MO,Clinton,Midwest,23.34,60.57,TRUE
Ripley,47.33,37.1,68548,10957,30.4,11.4,52.53,20,6.83,6,MO,Clinton,Midwest,37.33,47.33,TRUE
St. Charles,34.97,30.7,52963,19625,6.4,9.18,50.31,401.5,3.99,350,MO,Clinton,Midwest,36.29,34.97,FALSE
St. Clair,42.62,42.2,94491,13791,21.7,12.52,52.02,12.6,19.53,260,MO,Clinton,Midwest,33.72,42.62,TRUE
Ste. Genevieve,53.17,33.9,123217,14898,10.8,11.83,50.08,32.2,9.63,156,MO,Clinton,Midwest,24.94,53.17,TRUE
St. Francois,49.44,34.4,72654,13147,19.6,11.4,49.88,111.5,13.01,184,MO,Clinton,Midwest,31.08,49.44,TRUE
St. Louis,44.09,34.6,103864,27313,8,14.09,52.18,1968.5,7.08,405,MO,Clinton,Midwest,35.21,44.09,TRUE
Saline,45.67,35.2,101362,16380,16.5,13.35,51.7,30.3,12.62,219,MO,Clinton,Midwest,26.44,45.67,TRUE
Schuyler,43.13,39.1,89857,13035,16.8,12.74,51.93,13.6,13.81,114,MO,Clinton,Midwest,34.19,43.13,TRUE
Scotland,42.9,38.6,104025,15853,20,12.46,51.92,10.9,25.42,60,MO,Clinton,Midwest,32,42.9,TRUE
Scott,45.14,33.1,87084,15100,20.4,11.21,52.58,94.1,8.66,323,MO,Clinton,Midwest,37.95,45.14,TRUE
Shelby,42.28,38.6,148336,15905,16,12.62,53.19,13.8,8.12,90,MO,Clinton,Midwest,34.44,42.28,TRUE
Stoddard,46.47,36.7,82937,14827,19.7,11.42,52.07,35.1,10,53,MO,Clinton,Midwest,37.44,46.47,TRUE
Sullivan,43.95,42.3,94671,13118,19,13.94,51.96,9.7,24.92,60,MO,Clinton,Midwest,38.59,43.95,TRUE
Taney,35.46,40.2,98979,17081,12.7,11.45,51.55,43.6,8.19,339,MO,Clinton,Midwest,46.05,35.46,FALSE
Vernon,42.71,35.6,79665,15244,18.7,14.14,53.09,22.5,10.64,362,MO,Clinton,Midwest,34.34,42.71,TRUE
Warren,37.11,33.6,46096,15776,11.2,9.65,50.39,47.9,5.22,261,MO,Clinton,Midwest,34.1,37.11,TRUE
Washington,52.57,31.6,52996,11399,28.1,9.15,48.75,27.4,5.58,265,MO,Clinton,Midwest,26.93,52.57,TRUE
Wayne,51.05,39.8,45779,11157,27.5,12.28,51.25,15.9,7.44,110,MO,Clinton,Midwest,34.91,51.05,TRUE
Worth,42.39,42.4,113013,14135,20.9,14.96,52.87,9,30.83,88,MO,Clinton,Midwest,34.18,42.39,TRUE
Beaverhead,26.39,32.5,86097,15539,16.8,13.47,49.18,1.6,11.16,190,MT,Clinton,West,41.97,26.39,FALSE
Big Horn,49.02,28,60801,11338,30.2,10.86,50.76,2.3,5.78,235,MT,Clinton,West,31.34,49.02,TRUE
Blaine,44.48,31.6,81182,11936,22.2,12.15,50.01,1.6,9.56,87,MT,Clinton,West,31.88,44.48,TRUE
Broadwater,26.66,36.4,49394,14923,14.7,12.34,49.1,2.9,8.57,443,MT,Clinton,West,45.06,26.66,FALSE
Carbon,33.53,38.5,63367,16686,15,13.13,51.42,4.1,10,237,MT,Clinton,West,33.81,33.53,FALSE
Cascade,40.24,32.7,67806,17764,13.8,14.47,50.51,29.4,7.51,470,MT,Clinton,West,34.16,40.24,TRUE
Chouteau,29.64,36.8,125831,17003,12.5,15.82,48.89,1.4,11.64,244,MT,Clinton,West,42.65,29.64,FALSE
Custer,35.07,35.5,151510,16824,15.9,14.17,51.31,3.1,16.02,425,MT,Clinton,West,37.52,35.07,FALSE
Daniels,33.53,41.6,111629,19080,9.3,18,51.05,1.5,22.86,10,MT,Clinton,West,36.39,33.53,FALSE
Dawson,36.8,35.5,118931,16027,13.4,16.45,50.27,3.8,8.24,268,MT,Clinton,West,34.62,36.8,TRUE
Deer Lodge,60.24,38.3,78694,13670,16.5,18.28,50.45,13.7,17.52,461,MT,Clinton,West,15.79,60.24,TRUE
Fallon,27.74,35.2,140683,15841,10,17.13,50.22,1.9,8.67,124,MT,Clinton,West,45.46,27.74,FALSE
Fergus,24.88,38,108370,15749,12.7,14.38,50.83,2.9,25.08,346,MT,Clinton,West,42.16,24.88,FALSE
Flathead,31.02,35.3,67760,16952,14.8,12.7,50.29,12.3,8.97,570,MT,Clinton,West,37.24,31.02,FALSE
Gallatin,33.12,29.8,79283,16701,12.8,9.5,48.76,21.5,3,152,MT,Clinton,West,38.6,33.13,FALSE
Granite,27.06,38.5,82988,15177,17.1,16.6,47.89,1.4,5.2,288,MT,Clinton,West,42.06,27.08,FALSE
Hill,44.77,31.7,84413,16145,19,11.81,50.34,6.1,6.91,459,MT,Clinton,West,29.79,44.77,TRUE
Jefferson,33.49,35.1,22682,17705,9.2,11.45,49.03,5,8.07,29,MT,Clinton,West,36.47,33.49,FALSE
Lake,37.32,34.7,61233,14431,20.6,11.14,49.95,14.8,8.28,217,MT,Clinton,West,34.08,37.32,TRUE
Lewis and Clark,42.46,34.1,68021,17828,12.2,12.4,51.02,14.3,5.18,366,MT,Clinton,West,35.72,42.47,TRUE
Lincoln,33,34.7,37365,13626,16,14.1,49.62,4.9,6.7,352,MT,Clinton,West,33.41,33,FALSE
McCone,31.31,36,82186,15328,12.3,17.43,49.33,0.8,17.62,24,MT,Clinton,West,39,31.31,FALSE
Madison,23.61,37.8,71887,13760,13,15.23,48.25,1.7,11.31,215,MT,Clinton,West,42.89,23.61,FALSE
Meagher,25.95,37.7,93356,17534,17,17.61,47.95,0.8,15.56,278,MT,Clinton,West,42.12,25.95,FALSE
Mineral,40.61,35.4,52624,12100,18.2,16.97,49.55,2.8,5.88,665,MT,Clinton,West,24.65,40.61,TRUE
Missoula,46.98,31.6,59180,17218,16,12.37,50.68,31.7,3.81,542,MT,Clinton,West,29.79,46.99,TRUE
Musselshell,29.08,39.8,106261,14081,18.4,15.61,49.88,2.2,8.78,224,MT,Clinton,West,39.32,29.08,FALSE
Park,30.18,37,70579,14441,14.5,12.64,51.34,5.6,7.36,429,MT,Clinton,West,38.04,30.18,FALSE
Phillips,24.15,34,139816,14448,15.3,15.06,50.7,1,8.24,251,MT,Clinton,West,39.09,24.15,FALSE
Pondera,33.05,34.2,121460,15561,18,13.52,50.26,3.9,10.63,171,MT,Clinton,West,39.56,33.05,FALSE
Powder River,22.32,36.7,100765,15083,11.1,14.05,49.04,0.6,19,230,MT,Clinton,West,47.32,22.32,FALSE
Powell,33.66,35.9,49629,13884,15.7,17.24,40.94,2.9,10.59,206,MT,Clinton,West,36.01,33.66,FALSE
Ravalli,30.92,37.8,67103,14373,15.5,12.91,50.5,11.5,5.09,209,MT,Clinton,West,35.9,30.92,FALSE
Richland,30.33,33,107434,15710,15,12.6,50.4,5,8,243,MT,Clinton,West,37.07,30.33,FALSE
Roosevelt,43.57,29.8,88680,12748,26.9,13.1,51.31,4.6,9.91,210,MT,Clinton,West,28.91,43.57,TRUE
Rosebud,42.6,29.4,56872,16398,18.1,11.54,48.95,2.1,5.09,186,MT,Clinton,West,28.84,42.6,TRUE
Sanders,37.48,37,61597,12824,18.6,14.96,49.11,3.2,7.64,152,MT,Clinton,West,30.2,37.48,TRUE
Sheridan,40.44,39.6,193084,17944,11.1,13,50.59,2.7,15.56,253,MT,Clinton,West,29.85,40.44,TRUE
Silver Bow,54.89,35.9,74606,17034,15.3,16.07,50.83,47.8,9.94,586,MT,Clinton,West,19.24,54.89,TRUE
Stillwater,32.36,36.5,74771,15730,10.6,12.07,49.9,3.8,11.91,128,MT,Clinton,West,38.19,32.36,FALSE
Sweet Grass,21.92,39.2,138994,15668,12.2,13.06,50.98,1.7,15.31,300,MT,Clinton,West,48.86,21.93,FALSE
Teton,30.63,36.5,90269,14923,13.6,13.77,50.23,2.7,10.65,40,MT,Clinton,West,40.06,30.63,FALSE
Toole,31.43,35.3,175538,17453,13.4,16.66,50.6,2.6,9.4,240,MT,Clinton,West,34.71,31.43,FALSE
Valley,37.54,36.9,144304,16691,16.2,17.02,49.83,1.7,11.34,278,MT,Clinton,West,32.77,37.54,TRUE
Wheatland,33.39,38.5,100283,16929,16,14.48,49.54,1.6,14.35,231,MT,Clinton,West,41.57,33.39,FALSE
Adams,26.28,34.3,121956,18788,10,12.5,51.43,52.5,12.57,365,NE,Bush,Midwest,48.36,26.29,FALSE
Antelope,17.21,35.5,143356,16595,13.9,12.83,50.82,9.1,11.92,86,NE,Bush,Midwest,52.41,17.21,FALSE
Boone,19.1,36.2,166908,19413,11.3,13.05,49.97,9.6,24.85,45,NE,Bush,Midwest,50.21,19.08,FALSE
Box Butte,34.13,32.8,121460,20803,10.7,13.52,50.62,12.1,7.15,348,NE,Bush,Midwest,38.74,34.15,FALSE
Boyd,22.47,41.1,138568,15679,13.7,17.54,50.35,5.2,20.71,47,NE,Bush,Midwest,47.36,22.47,FALSE
Brown,16.85,39,235124,16479,13.5,14.51,51.74,3,12.16,208,NE,Bush,Midwest,54.12,16.85,FALSE
Buffalo,21.24,28.6,116476,16770,11.1,9.61,51.22,39.7,9.06,426,NE,Bush,Midwest,55.11,21.23,FALSE
Burt,31.29,38.8,130871,16415,13.3,14.16,51.48,16,24.68,135,NE,Bush,Midwest,42.61,31.29,FALSE
Butler,26.21,37,174241,18249,8.9,12.1,50.21,14.9,18.16,168,NE,Bush,Midwest,45.35,26.22,FALSE
Cass,29.55,33.4,79782,18111,8.5,11.4,50.23,39.5,10.23,275,NE,Bush,Midwest,43.23,29.55,FALSE
Cedar,22.29,34.5,123066,15449,9.9,12.64,50.26,13.6,17.23,71,NE,Bush,Midwest,43.85,22.29,FALSE
Chase,19.12,36.8,207065,19659,11.1,12.65,51,4.8,20,128,NE,Bush,Midwest,48.01,19.11,FALSE
Cherry,18.72,36.1,159102,14653,15.4,12.33,50.32,1.1,10.16,103,NE,Bush,Midwest,56.75,18.72,FALSE
Cheyenne,22.8,35.9,122912,19237,10.8,12.51,51.59,7.9,10,283,NE,Bush,Midwest,51.8,22.8,FALSE
Clay,22.4,37.3,110154,18824,10.7,13.15,51.25,12.6,19.44,132,NE,Bush,Midwest,50.84,22.35,FALSE
Colfax,24.4,35.3,166346,17689,10.2,13.01,50.36,22.7,12.77,254,NE,Bush,Midwest,46.21,24.4,FALSE
Cuming,17.59,36.8,218698,20412,8.7,12.99,50.48,17.5,16.9,119,NE,Bush,Midwest,57.1,17.6,FALSE
Custer,19.35,39.1,119115,18973,13.7,11.81,51.6,4.8,19.35,161,NE,Bush,Midwest,54.64,19.35,FALSE
Dakota,36.2,31.2,57133,15562,11.4,11.04,50.29,65.2,12.97,314,NE,Bush,Midwest,43.21,36.12,FALSE
Dawes,24.26,30.6,130456,14369,18.2,13.21,50.77,6.4,11.8,455,NE,Bush,Midwest,48.21,24.26,FALSE
Dawson,19.8,36.1,135047,17593,11.9,11.95,51.16,21.4,10.92,522,NE,Bush,Midwest,53.64,19.81,FALSE
Deuel,20.71,38.9,141277,18647,7.6,14.23,50.3,5,3.18,91,NE,Bush,Midwest,49.82,20.71,FALSE
Dixon,27.18,36.9,106279,16977,10.5,13.19,50.67,13,18.39,98,NE,Bush,Midwest,48.59,27.18,FALSE
Dodge,28.43,35.5,135358,17781,10.2,13.14,52.13,64.7,17.89,363,NE,Bush,Midwest,44.3,28.44,FALSE
Douglas,33.52,31.8,111251,22446,12.3,12.44,51.79,1286.7,6.16,435,NE,Bush,Midwest,46.73,33.53,FALSE
Dundy,19.49,39,91716,21828,8.9,10.96,51.48,2.7,25.6,176,NE,Bush,Midwest,52.99,19.55,FALSE
Fillmore,28.37,38.3,204534,24100,9,13.8,51.36,12.1,26.86,99,NE,Bush,Midwest,42.93,28.32,FALSE
Franklin,24.09,42.6,167041,17645,11.1,11.95,52.01,6.8,25.64,110,NE,Bush,Midwest,48.87,24.05,FALSE
Frontier,19.22,37.3,145503,15029,10.1,13.29,50.1,3.2,14.52,300,NE,Bush,Midwest,49.97,19.22,FALSE
Furnas,22.28,42.4,189509,18469,10.4,12.74,51.88,7.9,31.93,175,NE,Bush,Midwest,48.73,22.28,FALSE
Gage,32.85,37.2,108536,18099,11.5,12.32,51.95,26.7,17.19,301,NE,Bush,Midwest,39.65,32.81,FALSE
Garden,16.27,41.9,183630,18222,12.5,16.22,51.97,1.3,30.87,265,NE,Bush,Midwest,53.49,16.27,FALSE
